timestamp_ms,value
60750,-20.878679656440355
61000,-22.99999999999999
61250,-25.121320343559628
61500,-26
61750,-25.121320343559667
62000,-23.000000000000043
62250,-20.878679656440394
62500,-20
62750,-20.87867965644037
63000,-23.000000000000007
63250,-25.121320343559642
63500,-26
63750,-25.121320343559653
64000,-23.000000000000025
64250,-20.87867965644038
64500,-20
64750,-20.878679656440323
65000,-22.999999999999943
65250,-25.121320343559596
65500,-26
65750,-25.12132034355964
66000,-23.000000000000004
66250,-20.878679656440365
66500,-20
66750,-20.87867965644034
67000,-22.999999999999964
67250,-25.121320343559614
67500,-26
67750,-25.121320343559685
68000,-22.999999999999982
68250,-20.87867965644035
68500,-20
68750,-20.878679656440355
69000,-22.999999999999986
69250,-25.121320343559628
69500,-26
69750,-25.12132034355967
70000,-23.000000000000046
70250,-20.878679656440397
70500,-20
70750,-20.87867965644037
71000,-23.000000000000007
71250,-25.121320343559642
71500,-26
71750,-25.121320343559656
72000,-23.000000000000025
72250,-20.878679656440383
72500,-20
72750,-20.878679656440323
73000,-22.99999999999994
73250,-25.121320343559596
73500,-26
73750,-25.121320343559642
74000,-23.000000000000007
74250,-20.87867965644037
74500,-20
74750,-20.878679656440337
75000,-22.99999999999996
75250,-25.12132034355961
75500,-26
75750,-25.121320343559688
76000,-23.00000000000007
76250,-20.878679656440355
76500,-20
76750,-20.87867965644035
77000,-22.999999999999982
77250,-25.121320343559624
77500,-26
77750,-25.121320343559674
78000,-23.00000000000005
78250,-20.878679656440397
78500,-20
78750,-20.878679656440365
79000,-23.000000000000004
79250,-25.12132034355964
79500,-26
79750,-25.12132034355966
80000,-23.00000000000003
80250,-20.878679656440383
80500,-20
80750,-20.87867965644032
81000,-22.99999999999994
81250,-25.121320343559592
81500,-26
81750,-25.121320343559642
82000,-23.000000000000092
82250,-20.87867965644037
82500,-20
82750,-20.878679656440333
83000,-23.000000000000043
83250,-25.121320343559606
83500,-26
83750,-25.121320343559688
84000,-22.99999999999999
84250,-20.878679656440415
84500,-20
84750,-20.878679656440287
85000,-22.99999999999998
85250,-25.12132034355956
85500,-26
85750,-25.121320343559614
86000,-23.000000000000053
86250,-20.87867965644034
86500,-20
86750,-20.87867965644036
87000,-22.999999999999915
87250,-25.12132034355964
87500,-26
87750,-25.12132034355966
88000,-23.000000000000117
88250,-20.878679656440386
88500,-20
88750,-20.87867965644032
89000,-23.00000000000002
89250,-25.121320343559592
89500,-26
89750,-25.121320343559706
90000,-23.00000000000001
90250,-20.878679656440433
90500,-20
90750,-20.878679656440394
91000,-22.999999999999957
91250,-25.121320343559667
91500,-26
91750,-25.12132034355963
92000,-23.000000000000078
92250,-20.878679656440358
92500,-20
92750,-20.878679656440347
93000,-22.99999999999989
93250,-25.12132034355962
93500,-26
93750,-25.121320343559677
94000,-22.99999999999997
94250,-20.878679656440404
94500,-20
94750,-20.8786796564403
95000,-22.999999999999996
95250,-25.121320343559574
95500,-26
95750,-25.121320343559724
96000,-23.000000000000036
96250,-20.878679656440326
96500,-20
96750,-20.878679656440376
97000,-22.999999999999932
97250,-25.12132034355965
97500,-26
97750,-25.121320343559645
98000,-23.0000000000001
98250,-20.878679656440372
98500,-20
98750,-20.87867965644033
99000,-23.00000000000004
99250,-25.121320343559603
99500,-26
99750,-25.12132034355969
100000,-22.999999999999993
100250,-20.87867965644042
100500,-20
100750,-20.878679656440283
101000,-22.999999999999975
101250,-25.121320343559557
101500,-26
101750,-25.121320343559617
102000,-23.00000000000006
102250,-20.878679656440344
102500,-20
102750,-20.878679656440358
103000,-22.999999999999908
103250,-25.12132034355963
103500,-26
103750,-25.121320343559663
104000,-22.999999999999954
104250,-20.87867965644039
104500,-20
104750,-20.878679656440312
105000,-23.000000000000014
105250,-25.12132034355959
105500,-26
105750,-25.12132034355971
106000,-23.000000000000018
106250,-20.878679656440436
106500,-20
106750,-20.87867965644039
107000,-22.99999999999995
107250,-25.12132034355966
107500,-26
107750,-25.121320343559635
108000,-23.00000000000008
108250,-20.87867965644036
108500,-20
108750,-20.87867965644034
109000,-22.999999999999886
109250,-25.121320343559617
109500,-26
109750,-25.12132034355968
110000,-22.999999999999975
110250,-20.878679656440408
110500,-20
110750,-20.878679656440298
111000,-22.999999999999993
111250,-25.12132034355957
111500,-26
111750,-25.121320343559727
112000,-23.000000000000043
112250,-20.878679656440333
112500,-20
112750,-20.878679656440372
113000,-22.999999999999925
113250,-25.121320343559645
113500,-26
113750,-25.121320343559653
114000,-23.000000000000107
114250,-20.878679656440376
114500,-20
114750,-20.878679656440326
115000,-23.000000000000032
115250,-25.1213203435596
115500,-26
115750,-25.121320343559695
116000,-23
116250,-20.878679656440422
116500,-20
116750,-20.87867965644028
117000,-22.999999999999968
117250,-25.121320343559553
117500,-26
117750,-25.121320343559624
118000,-23.000000000000064
118250,-20.878679656440347
118500,-20
118750,-20.878679656440355
119000,-22.999999999999904
119250,-25.121320343559628
119500,-26
119750,-25.121320343559667
