timestamp_ms,value
50750,-23
51000,-23
51250,-23
51500,-23
51750,-23
52000,-23
52250,-23
52500,-23
52750,-23
53000,-23
53250,-23
53500,-23
53750,-23
54000,-23
54250,-23
54500,-23
54750,-23
55000,-23
55250,-23
55500,-23
55750,-23
56000,-23
56250,-23
56500,-23
56750,-23
57000,-23
57250,-23
57500,-23
57750,-23
58000,-23
58250,-23
58500,-23
58750,-23
59000,-23
59250,-23
59500,-23
59750,-23
60000,-15
60250,-15
60500,-15
60750,-15
61000,-15
61250,-15
61500,-15
61750,-15
62000,-15
62250,-15
62500,-15
62750,-15
63000,-15
63250,-15
63500,-15
63750,-15
64000,-15
64250,-15
64500,-15
64750,-15
65000,-15
65250,-15
65500,-15
65750,-15
66000,-15
66250,-15
66500,-15
66750,-15
67000,-15
67250,-15
67500,-15
67750,-15
68000,-15
68250,-15
68500,-15
68750,-15
69000,-15
69250,-15
69500,-15
69750,-15
70000,-15
70250,-15
70500,-15
70750,-15
71000,-15
71250,-15
71500,-15
71750,-15
72000,-15
72250,-15
72500,-15
72750,-15
73000,-15
73250,-15
73500,-15
73750,-15
74000,-15
74250,-15
74500,-15
74750,-15
75000,-15
75250,-15
75500,-15
75750,-15
76000,-15
76250,-15
76500,-15
76750,-15
77000,-15
77250,-15
77500,-15
77750,-15
78000,-15
78250,-15
78500,-15
78750,-15
79000,-15
79250,-15
79500,-15
79750,-15
80000,-15
80250,-15
80500,-15
80750,-15
81000,-15
81250,-15
81500,-15
81750,-15
82000,-15
82250,-15
82500,-15
82750,-15
83000,-15
83250,-15
83500,-15
83750,-15
84000,-15
84250,-15
84500,-15
84750,-15
85000,-15
85250,-15
85500,-15
85750,-15
86000,-15
86250,-15
86500,-15
86750,-15
87000,-15
87250,-15
87500,-15
87750,-15
88000,-15
88250,-15
88500,-15
88750,-15
89000,-15
89250,-15
89500,-15
89750,-15
90000,-15
90250,-15
90500,-15
90750,-15
91000,-15
91250,-15
91500,-15
91750,-15
92000,-15
92250,-15
92500,-15
92750,-15
93000,-15
93250,-15
93500,-15
93750,-15
94000,-15
94250,-15
94500,-15
94750,-15
95000,-15
95250,-15
95500,-15
95750,-15
96000,-15
96250,-15
96500,-15
96750,-15
97000,-15
97250,-15
97500,-15
97750,-15
98000,-15
98250,-15
98500,-15
98750,-15
99000,-15
99250,-15
99500,-15
99750,-15
100000,-15
100250,-15
100500,-15
100750,-15
101000,-15
101250,-15
101500,-15
101750,-15
102000,-15
102250,-15
102500,-15
102750,-15
103000,-15
103250,-15
103500,-15
103750,-15
104000,-15
104250,-15
104500,-15
104750,-15
105000,-15
105250,-15
105500,-15
105750,-15
106000,-15
106250,-15
106500,-15
106750,-15
107000,-15
107250,-15
107500,-15
107750,-15
108000,-15
108250,-15
108500,-15
108750,-15
109000,-15
109250,-15
109500,-15
109750,-15
110000,-15
110250,-15
110500,-15
110750,-15
111000,-15
111250,-15
111500,-15
111750,-15
112000,-15
112250,-15
112500,-15
112750,-15
113000,-15
113250,-15
113500,-15
113750,-15
114000,-15
114250,-15
114500,-15
114750,-15
115000,-15
115250,-15
115500,-15
115750,-15
116000,-15
116250,-15
116500,-15
116750,-15
117000,-15
117250,-15
117500,-15
117750,-15
118000,-15
118250,-15
118500,-15
118750,-15
119000,-15
119250,-15
119500,-15
119750,-15
